,id,text,labels,mult_model,rus_ner_model,roberta_large,spacy,gpt,gpt4
374,2573,"Петр I, как и любая историческая личность, крайне неоднозначен – в нём ищут истоки даже нынешних достижений и провалов, его до сих пор превозносят и порицают. Грандиозные преобразования петровской эпохи поднимают всегда актуальную для российской действительности тему реформ. Образовательный проект “Lectorium” в рамках модуля “ГАЙД-ПАРК” приглашает убедиться в том, что история – это не сухие факты, а живые люди в водовороте событий. 20-го апреля известный петербургский историк, писатель и телеведущий ЕВГЕНИЙ АНИСИМОВ прочтёт лекцию о Петре Первом – персонаже культовом для жителей Санкт-Петербурга и исследователей его истории, но при этом загадочном и противоречивом! Как Пётр I сумел вытащить Российское государство из исторического небытия и какую цену пришлось заплатить за европеизацию страны – об этом и расскажет лекция. О ЛЕКТОРЕ: Евгений Викторович Анисимов – историк, профессор Санкт-Петербургского Института истории РАН. Специалист по политической истории России XVII—XVIII века. Автор первых в России научных биографий императриц Анны Иоанновны и Елизаветы Петровны. Автор книг “ Юный град: Петербург при Петре Великом”, “Россия без Петра”, “История России от Рюрика до Путина. Люди. События. Даты” и многих других. Преподавал как приглашенный профессор в Гарвардском университете, Стэнфордском университете, Кембриджском университете, Гумбольдт-университете (Берлин). Автор и ведущий программ по истории «Дворцовые тайны» (2000—2003) и «Кабинет истории» (с 2005) на телеканале «Культура». [соб. инф.]","[[539, 551, 'PERSON'], [844, 871, 'PERSON'], [1064, 1082, 'PERSON'], [0, 6, 'PERSON'], [505, 521, 'PERSON'], [678, 684, 'PERSON'], [1047, 1061, 'PERSON']]","[(0, 6, 'PERSON'), (235, 246, 'NORP'), (300, 309, 'WORK_OF_ART'), (328, 337, 'WORK_OF_ART'), (436, 439, 'DATE'), (439, 449, 'DATE'), (459, 473, 'GPE'), (505, 522, 'PERSON'), (539, 552, 'PERSON'), (586, 591, 'GPE'), (591, 603, 'GPE'), (678, 685, 'PERSON'), (700, 711, 'NORP'), (835, 844, 'PERSON'), (844, 872, 'PERSON'), (893, 937, 'ORG'), (972, 979, 'GPE'), (979, 996, 'DATE'), (1002, 1009, 'ORDINAL'), (1011, 1018, 'GPE'), (1047, 1062, 'PERSON'), (1064, 1084, 'PERSON'), (1097, 1122, 'WORK_OF_ART'), (1122, 1135, 'PERSON'), (1139, 1146, 'GPE'), (1150, 1155, 'PERSON'), (1159, 1167, 'WORK_OF_ART'), (1167, 1174, 'GPE'), (1177, 1184, 'PERSON'), (1187, 1195, 'PERSON'), (1273, 1297, 'ORG'), (1299, 1324, 'ORG'), (1326, 1351, 'ORG'), (1353, 1376, 'ORG'), (1377, 1383, 'GPE'), (1423, 1440, 'ORG'), (1441, 1450, 'DATE'), (1454, 1455, 'ORG'), (1455, 1472, 'ORG'), (1475, 1479, 'DATE'), (1495, 1496, 'ORG'), (1496, 1505, 'ORG')]","[(505, 522, 'ORG'), (539, 552, 'PER'), (678, 685, 'PER'), (700, 723, 'LOC'), (844, 872, 'PER'), (893, 898, 'ORG'), (898, 899, 'ORG'), (899, 932, 'ORG'), (1047, 1062, 'PER'), (1064, 1084, 'PER'), (1273, 1297, 'ORG'), (1299, 1324, 'ORG'), (1326, 1351, 'ORG'), (1353, 1376, 'ORG'), (1423, 1438, 'ORG'), (1455, 1470, 'ORG')]","[[0, 6, 'PER'], [459, 472, 'LOC'], [539, 551, 'PER'], [586, 602, 'LOC'], [678, 684, 'PER'], [700, 722, 'LOC'], [844, 871, 'PER'], [893, 935, 'ORG'], [972, 978, 'LOC'], [1011, 1017, 'LOC'], [1047, 1061, 'PER'], [1064, 1082, 'PER'], [1122, 1135, 'PER'], [1167, 1173, 'LOC'], [1177, 1183, 'PER'], [1187, 1193, 'ORG'], [1273, 1297, 'ORG'], [1299, 1324, 'ORG'], [1326, 1351, 'ORG'], [1353, 1383, 'ORG'], [1484, 1494, 'ORG'], [1495, 1504, 'ORG']]","[[0, 6, 'PER'], [300, 309, 'ORG'], [505, 521, 'PER'], [539, 551, 'ORG'], [586, 602, 'LOC'], [678, 684, 'PER'], [700, 722, 'ORG'], [835, 842, 'ORG'], [844, 871, 'PER'], [893, 931, 'ORG'], [932, 935, 'ORG'], [972, 978, 'LOC'], [984, 994, 'DATE'], [1011, 1017, 'LOC'], [1047, 1061, 'PER'], [1064, 1082, 'PER'], [1122, 1135, 'ORG'], [1139, 1145, 'LOC'], [1150, 1155, 'PER'], [1167, 1173, 'LOC'], [1177, 1183, 'LOC'], [1187, 1193, 'PER'], [1273, 1297, 'ORG'], [1299, 1324, 'ORG'], [1326, 1351, 'ORG'], [1353, 1384, 'LOC'], [1496, 1504, 'ORG']]",,
375,2574,"Творческий вечер поэта и культуролога Полины Барсковой. Представление книги «Блокада. Свидетельства о ленинградской блокаде. Хрестоматия». Составитель Полина Барскова (М.: Издательский проект «А и Б», 2017). Новые стихи. О книге «Блокада. Свидетельства о ленинградской блокаде. Хрестоматия». 872 дня (8 сентября 1941 – 27 января 1944) жизни и смерти Ленинграда занимают такое большое место в культуре и науке, в душе и памяти свидетелей и тех, кто им наследует, что задача рассказать о блокаде или, как предпочитает обозначать эту задачу составитель книги Полина Барскова, «рассказать блокаду» кажется невыполнимой. Подавляющей уже одной своей огромностью (даже если не думать о трагизме рассказываемого). Эта книга – попытка обозначить – для подростков, кому хрестоматия адресована напрямую, а также для всех, кому ее тема важна и интересна, – виды блокадных «рассказов». Книга делится на четыре части – созданные в годы блокады проза, поэзия и дневниковые записи, а также позднейшие мемуары – и включает тексты, написанные с разными установками: в расчете на публикацию (т.е. с оглядкой на требования цензуры, идеологической и эстетической) или предназначенные «в стол», принадлежащие перу профессиональных литераторов – и записи людей иных, не связанных со словом профессий; тексты юных – и совсем взрослых. Некоторые «рассказы» приведены факсимильно, другие в отредактированном наборе. Мемуарные записи также демонстрируют разные способы их бытования: прошедшие редактуру и оставленные «первозданными», опубликованные ранее и впервые вводимые в обиход, зафиксированные на бумаге и в аудиозаписи. [музей]","[[38, 54, 'PERSON'], [151, 166, 'PERSON'], [556, 571, 'PERSON']]","[(38, 56, 'PERSON'), (77, 137, 'WORK_OF_ART'), (151, 167, 'PERSON'), (168, 172, 'GPE'), (172, 199, 'ORG'), (201, 205, 'DATE'), (230, 290, 'WORK_OF_ART'), (292, 300, 'DATE'), (301, 333, 'DATE'), (350, 361, 'GPE'), (556, 571, 'PERSON'), (890, 897, 'CARDINAL')]","[(38, 56, 'PER'), (151, 167, 'PER'), (172, 192, 'ORG'), (556, 571, 'PER')]","[[38, 54, 'PER'], [151, 166, 'PER'], [168, 169, 'LOC'], [319, 333, 'ORG'], [350, 360, 'LOC'], [556, 571, 'PER']]","[[38, 54, 'PER'], [151, 166, 'PER'], [301, 316, 'DATE'], [319, 333, 'DATE'], [350, 360, 'LOC'], [556, 571, 'PER']]",,
376,2575,"В литературном клубе ""Дом на Жуковского"" презентация книги Эрика Шнитке ""Немец, прец, колбаса..."" [жук]","[[59, 71, 'PERSON']]","[(21, 39, 'ORG'), (59, 72, 'PERSON'), (73, 78, 'WORK_OF_ART')]","[(22, 39, 'ORG'), (59, 72, 'PER')]","[[59, 71, 'PER']]","[[22, 28, 'ORG'], [29, 39, 'LOC'], [59, 71, 'PER']]",,
377,2576,"Монодрама МАГБЕТ. Премьера от Лёхи Никонова и Настасьи Хрущёвой. Эпиграф: Когда добродетель выспится, она встаёт более свежей. (Ф. Ницше) Он - поэт,автор нашумевших НУЛЕВЫХ и текстов к уже культовой панк опере МЕДЕЯ, лидер группы Последние Танки В Париже. Она - академический композитор, аспирантка консерватории им. Римского-Корсакова, член Союза композиторов. Вместе они сделают магбет. МАГБЕТ - это попытка осуществления взаимодействия маргинальной и высокой традиции. Это в первую очередь - эксперимент. Эксперимент, имеющий мало отношения к шекспировскому Макбету. Программа вечера I отделение МАГБЕТ монодрама Настасьи Хрущевой на тексты Алексея Никонова для чтеца и камерного ансамбля режиссер - Василий Заржецкий Исполнители: Александра Коробкина (скрипка) Анна Дмитриева (скрипка) Евгения Смирнова (скрипка) Георгий Долгов (флейта, альтовая флейта, басовая флейта, флейта-пикколо) Настасья Хрущева (фортепиано) читает Алексей Никонов. II отделение Дискуссия с залом и гостями вечера о диалоге культур и Шекспире сегодня. Вещущая - НИКА СТРИЖАК. Гости: Александр БОРОВСКИЙ - искусствовед, зав. отделом новейших течений Государственного Русского музея; Анастасия МИРОЛЮБОВА - филолог, литературовед; Андрей ДЕНИСОВ - музыковед, доктор искусствоведения. [OPEN DOOR]","[[644, 660, 'PERSON'], [765, 779, 'PERSON'], [790, 806, 'PERSON'], [30, 43, 'PERSON'], [46, 63, 'PERSON'], [128, 136, 'PERSON'], [616, 633, 'PERSON'], [703, 720, 'PERSON'], [734, 754, 'PERSON'], [817, 831, 'PERSON'], [927, 942, 'PERSON'], [1012, 1020, 'PERSON'], [1061, 1080, 'PERSON'], [1207, 1221, 'PERSON'], [890, 906, 'PERSON'], [1040, 1052, 'PERSON'], [1160, 1180, 'PERSON'], [561, 568, 'PERSON']]","[(10, 18, 'WORK_OF_ART'), (30, 44, 'PERSON'), (46, 65, 'PERSON'), (128, 136, 'PERSON'), (210, 215, 'WORK_OF_ART'), (230, 256, 'ORG'), (299, 313, 'ORG'), (317, 335, 'ORG'), (342, 362, 'ORG'), (478, 485, 'ORDINAL'), (587, 589, 'ORDINAL'), (616, 634, 'PERSON'), (644, 661, 'PERSON'), (703, 721, 'PERSON'), (734, 755, 'PERSON'), (765, 780, 'PERSON'), (790, 807, 'PERSON'), (817, 832, 'PERSON'), (890, 907, 'PERSON'), (927, 944, 'PERSON'), (944, 947, 'ORDINAL'), (1012, 1021, 'PERSON'), (1061, 1081, 'PERSON'), (1127, 1158, 'ORG'), (1160, 1181, 'PERSON'), (1207, 1222, 'PERSON')]","[(30, 44, 'PER'), (46, 65, 'PER'), (230, 256, 'ORG'), (299, 335, 'ORG'), (342, 362, 'ORG'), (616, 634, 'PER'), (644, 661, 'PER'), (703, 721, 'PER'), (734, 755, 'PER'), (765, 780, 'PER'), (790, 807, 'PER'), (817, 832, 'PER'), (890, 907, 'PER'), (927, 944, 'PER'), (1040, 1054, 'ORG'), (1061, 1081, 'PER'), (1127, 1158, 'ORG'), (1160, 1181, 'PER'), (1207, 1222, 'PER'), (1261, 1266, 'ORG')]","[[30, 43, 'PER'], [46, 136, 'PER'], [210, 215, 'ORG'], [230, 254, 'ORG'], [299, 335, 'ORG'], [342, 360, 'ORG'], [561, 567, 'ORG'], [616, 633, 'PER'], [644, 660, 'PER'], [703, 720, 'PER'], [734, 754, 'PER'], [765, 779, 'PER'], [790, 806, 'PER'], [817, 831, 'PER'], [890, 906, 'PER'], [927, 1052, 'PER'], [1061, 1080, 'PER'], [1127, 1158, 'ORG'], [1160, 1180, 'PER'], [1207, 1221, 'PER']]","[[30, 43, 'PER'], [46, 63, 'PER'], [210, 215, 'ORG'], [240, 245, 'LOC'], [248, 254, 'LOC'], [342, 360, 'ORG'], [389, 395, 'ORG'], [561, 568, 'ORG'], [599, 605, 'ORG'], [616, 633, 'PER'], [644, 660, 'PER'], [703, 720, 'PER'], [734, 754, 'PER'], [765, 779, 'PER'], [790, 806, 'PER'], [817, 831, 'PER'], [899, 906, 'PER'], [927, 942, 'PER'], [1012, 1020, 'LOC'], [1061, 1095, 'PER'], [1127, 1158, 'ORG'], [1207, 1221, 'PER'], [1261, 1270, 'ORG']]",,
378,2577,"«СЛОВО», Одноактная мультимедийная мистерия. Автор идеи создания мультимедийной мистерии – Евгений Свердлов. Автор и исполнитель текста «Слово» – писатель Павел Алексеев. Живые декорации (песочная анимация) - художник Евгений Свердлов. Автор и исполнитель музыки – музыкант-художник Дмитрий Тыквин. [мимигранты, билеты http://www.mimigrants.spb.ru/buy/bileter/?from=2016-12-19&to=2016-12-19&time=19:00#performance=14349687]","[[155, 169, 'PERSON'], [91, 107, 'PERSON'], [218, 234, 'PERSON'], [283, 297, 'PERSON']]","[(91, 109, 'PERSON'), (137, 142, 'WORK_OF_ART'), (155, 171, 'PERSON'), (218, 236, 'PERSON'), (283, 299, 'PERSON'), (366, 376, 'DATE'), (380, 390, 'DATE'), (396, 401, 'TIME')]","[(91, 109, 'PER'), (155, 171, 'PER'), (218, 236, 'PER'), (283, 299, 'PER')]","[[91, 107, 'PER'], [155, 169, 'PER'], [218, 234, 'PER'], [283, 297, 'PER']]","[[91, 107, 'PER'], [155, 169, 'PER'], [218, 234, 'PER'], [283, 297, 'PER']]",,
379,2578,"Охапкинские чтения. ПРОГРАММА - 12 октября, понедельник. 11.00 – регистрация участников и вручение авторских экземпляров первого номера альманаха «Охапкинские чтения». 11.30 – 15.00 КРУГЛЫЙ СТОЛ: «О критериях христианской свободы». Ведёт: Татьяна Ковалькова. Докладчик: Вячеслав Долинин (СПБ). Журнал ""Посев"" и религиозное движение в России. 1970-80-е гг. Оппоненты: о. Николай Епишев (Старая Русса), о. Борис Куприянов (Царское село), Александр Огородников (Москва), Татьяна Пореш, Николай Браун ,Николай Симаков,Ольга Сокурова. 15.00 - 16.00 обед в кафе-оранжерее 16.00 – 17.00 Впервые! Выставка графики Натальи Жилиной из семейного архива Шагиных. Около 80 работ. Открытие ведёт Дмитрий Шагин. 17.00 – 19.00 ПРОДОЛЖЕНИЕ КРУГЛОГО СТОЛА. [соб. инф.]","[[239, 257, 'PERSON'], [404, 419, 'PERSON'], [436, 457, 'PERSON'], [468, 481, 'PERSON'], [606, 621, 'PERSON'], [270, 286, 'PERSON'], [370, 384, 'PERSON'], [483, 496, 'PERSON'], [498, 513, 'PERSON'], [514, 528, 'PERSON'], [642, 649, 'PERSON'], [682, 695, 'PERSON']]","[(32, 42, 'DATE'), (44, 57, 'DATE'), (57, 63, 'DATE'), (121, 129, 'ORDINAL'), (147, 165, 'WORK_OF_ART'), (168, 174, 'TIME'), (239, 259, 'PERSON'), (270, 287, 'PERSON'), (288, 291, 'ORG'), (302, 307, 'WORK_OF_ART'), (334, 342, 'GPE'), (342, 356, 'DATE'), (370, 385, 'PERSON'), (386, 398, 'GPE'), (404, 420, 'PERSON'), (421, 433, 'GPE'), (436, 458, 'PERSON'), (459, 465, 'GPE'), (468, 481, 'PERSON'), (483, 497, 'PERSON'), (498, 513, 'PERSON'), (514, 530, 'PERSON'), (530, 536, 'TIME'), (566, 572, 'TIME'), (574, 580, 'TIME'), (606, 622, 'PERSON'), (642, 651, 'PERSON'), (651, 657, 'CARDINAL'), (657, 660, 'CARDINAL'), (682, 697, 'PERSON'), (697, 703, 'TIME'), (705, 711, 'TIME')]","[(182, 196, 'LOC'), (239, 259, 'PER'), (270, 287, 'PER'), (370, 385, 'PER'), (386, 398, 'LOC'), (404, 420, 'PER'), (421, 433, 'LOC'), (436, 458, 'PER'), (468, 481, 'PER'), (483, 497, 'PER'), (498, 513, 'PER'), (514, 530, 'PER'), (606, 622, 'PER'), (682, 697, 'PER'), (723, 739, 'LOC')]","[[0, 18, 'ORG'], [239, 257, 'PER'], [270, 286, 'PER'], [288, 291, 'ORG'], [367, 369, 'PER'], [370, 384, 'PER'], [386, 398, 'LOC'], [401, 403, 'PER'], [404, 419, 'PER'], [436, 457, 'PER'], [459, 465, 'LOC'], [468, 481, 'PER'], [483, 528, 'PER'], [606, 621, 'PER'], [682, 695, 'PER']]","[[239, 257, 'PER'], [259, 268, 'PER'], [270, 292, 'PER'], [334, 340, 'LOC'], [342, 355, 'DATE'], [370, 384, 'PER'], [404, 419, 'PER'], [421, 433, 'LOC'], [436, 457, 'PER'], [459, 465, 'LOC'], [468, 481, 'PER'], [483, 496, 'PER'], [498, 513, 'PER'], [514, 528, 'PER'], [530, 543, 'DATE'], [606, 621, 'PER'], [642, 649, 'ORG'], [682, 695, 'PER'], [723, 731, 'BOMB']]",,
380,2579,"Презентация книги Гарроса-Евдокимова ""[голово]ломка"" (издательство Лимбус-Пресс). Эта книга была удостоена премии ""Национальный бестселлер"" за 2003 год.","[[18, 36, 'PERSON']]","[(18, 37, 'PERSON'), (37, 53, 'WORK_OF_ART'), (67, 79, 'ORG'), (114, 140, 'WORK_OF_ART'), (143, 151, 'DATE')]",[],"[[18, 36, 'PER'], [67, 79, 'ORG']]","[[18, 36, 'ORG'], [67, 79, 'LOC'], [143, 151, 'DATE']]",,
381,2580,В рамках Дней Фехтовальной культуры 2017: http://fencing-club.ru/dni-fehtoval-noj-kul-tury-2/20. Впервые: поэтический поединок импровизаций поэтов Санкт-Петербурга. Вечер ведёт Дмитрий Григорьев. [соб. инф.],"[[177, 194, 'PERSON']]","[(9, 40, 'EVENT'), (91, 92, 'CARDINAL'), (93, 97, 'CARDINAL'), (147, 165, 'GPE'), (177, 196, 'PERSON')]","[(177, 196, 'PER')]","[[9, 35, 'ORG'], [147, 163, 'LOC'], [177, 194, 'PER']]","[[147, 163, 'LOC'], [177, 194, 'PER']]",,
382,2581,"Лаборатория Новых Медиа представляет «Машинное искусство двадцатого века» - цикл лекций Натальи Федоровой.  Краткое введение в историю медиаискусства и философию техники. Природа и конвенции средства коммуникации определяют ее возможное содержание: медиум диктует сообщению. Коммерческое использование технологии - это часть ее истории, но не единственная возможная ее практика. Курс призван показать и раскрыть как истории, так и потенциальности медиатехнологий через определяющие предел их возможностей практики цифрового искусства. Лекция “Машинное искусство двадцатого века: радио”. Наталья Фёдорова - медиапоэт, исследователь языкового медиаискусства и куратор 101.Фестиваля медиапоэзии. Преподаватель Факультета свободных наук и искусств СПбГУ. Аудио- и видеостихотворения опубликованы в ключевых профильных изданиях и демонстрировались на международных биеннале и фестивалях (ISEA 2016, ELO 2015, 6 Московская биеннале современного искусства, Manifesta 10, REVERSE, ММКФ, E-Poetry, LUMEN EX, Interrupt II, VideoBardo, Liberated Words, Tarp и др.). [лаборатория нм]","[[88, 105, 'PERSON'], [587, 603, 'PERSON']]","[(12, 24, 'ORG'), (38, 72, 'WORK_OF_ART'), (88, 107, 'PERSON'), (543, 552, 'WORK_OF_ART'), (562, 579, 'DATE'), (587, 604, 'PERSON'), (666, 669, 'EVENT'), (707, 751, 'ORG'), (883, 892, 'EVENT'), (894, 902, 'EVENT'), (904, 948, 'EVENT'), (950, 962, 'EVENT'), (964, 971, 'EVENT'), (973, 977, 'EVENT'), (979, 987, 'EVENT'), (989, 997, 'EVENT'), (999, 1011, 'EVENT'), (1013, 1023, 'ORG'), (1025, 1040, 'EVENT'), (1042, 1047, 'EVENT')]","[(0, 24, 'ORG'), (88, 107, 'PER'), (587, 604, 'PER'), (707, 744, 'ORG')]","[[0, 23, 'ORG'], [88, 105, 'PER'], [587, 603, 'PER'], [666, 691, 'ORG'], [707, 743, 'ORG'], [744, 749, 'ORG'], [883, 903, 'ORG'], [904, 948, 'ORG'], [950, 962, 'ORG'], [964, 971, 'ORG'], [973, 977, 'ORG'], [979, 987, 'ORG'], [989, 997, 'ORG'], [999, 1011, 'ORG'], [1013, 1023, 'ORG'], [1025, 1040, 'ORG'], [1042, 1046, 'ORG']]","[[0, 23, 'PER'], [88, 105, 'PER'], [587, 603, 'PER'], [707, 732, 'ORG'], [744, 749, 'ORG'], [973, 977, 'BOMB'], [989, 997, 'ORG'], [999, 1011, 'ORG'], [1013, 1023, 'PRODUCT'], [1025, 1040, 'ORG'], [1042, 1046, 'ORG']]",,
383,2582,"Алия Ленивец. Цикл лекций о современной русской прозе. «Путеводитель по современной русской прозе» – это цикл лекций о книгах последних лет (произведения Н.Абгарян, Р.Сенчина, Л.Улицкой, В.Пелевина, О.Славниковой, З.Прилепина, Е.Чижовой, Е.Водолазкина, Г.Яхиной А.Сальникова, А.Николаенко, Е.Некрасовой и др.). Современная литература рождается на наших глазах, а потому расставить все точки над «i» просто невозможно, но понять «книжный механизм» – дело невероятно увлекательное: каким образом создается та или иная книга, каков ее фундамент и строительные материалы, как она обживается в пространстве и т.п.   [соб. инф.]","[[154, 163, 'PERSON'], [165, 174, 'PERSON'], [0, 12, 'PERSON'], [176, 185, 'PERSON'], [187, 197, 'PERSON'], [199, 212, 'PERSON'], [214, 225, 'PERSON'], [227, 236, 'PERSON'], [238, 251, 'PERSON'], [253, 261, 'PERSON'], [262, 274, 'PERSON'], [276, 288, 'PERSON'], [290, 302, 'PERSON']]","[(0, 14, 'PERSON'), (14, 19, 'WORK_OF_ART'), (56, 97, 'WORK_OF_ART'), (126, 140, 'DATE'), (154, 163, 'PERSON'), (165, 174, 'PERSON'), (176, 185, 'PERSON'), (187, 197, 'PERSON'), (199, 212, 'PERSON'), (214, 225, 'PERSON'), (227, 236, 'PERSON'), (238, 251, 'PERSON'), (253, 262, 'PERSON'), (262, 274, 'PERSON'), (276, 288, 'PERSON'), (290, 303, 'PERSON')]","[(0, 14, 'PER')]","[[0, 12, 'PER'], [154, 163, 'PER'], [165, 174, 'PER'], [176, 185, 'PER'], [187, 197, 'PER'], [199, 212, 'PER'], [214, 225, 'PER'], [227, 236, 'PER'], [238, 251, 'PER'], [253, 261, 'PER'], [262, 274, 'PER'], [276, 288, 'PER'], [290, 302, 'PER']]","[[0, 12, 'PER'], [154, 163, 'PER'], [176, 185, 'LOC'], [187, 197, 'LOC'], [199, 212, 'PER'], [214, 225, 'PER'], [227, 236, 'PER'], [238, 251, 'PER'], [276, 288, 'PER']]",,
384,2583,"Валентина Федорова в «Книжной лавке писателей». Валентина Федорова, автор таких книг, как «На качелях судьбы» и «Как прекрасна музыка души!». [лавка]","[[0, 18, 'PERSON'], [48, 66, 'PERSON']]","[(0, 19, 'PERSON'), (22, 45, 'ORG'), (48, 66, 'PERSON'), (90, 110, 'WORK_OF_ART'), (112, 139, 'WORK_OF_ART')]","[(0, 19, 'PER'), (22, 45, 'ORG'), (48, 66, 'PER')]","[[0, 18, 'PER'], [48, 66, 'PER']]","[[22, 45, 'ORG'], [58, 66, 'PER']]",,
385,2584,"литературно-музыкальный вечер ""Босиком по земле"", посвященный юбилею выдающегося вологодского поэта Александра Яшина. Имя Александра Яшина особенно дорого для вологжан. Его вклад в развитие литературы края бесценен. Он был учителем и другом писателей-вологжан – Николая Рубцова и Василия Белова. 2013 год прошел на Вологодчине под знаком 100-летия выдающегося поэта Александра Яшина. В рамках юбилейной программы состоялись литературно-музыкальные вечера, творческие встречи, научные конференции, художественные и музейные выставки, конкурсы, концерты, издательские проекты. В этом году стихи поэта звучали повсюду, его ""слово"" сегодня как никогда актуально, в нем есть и мощь, и трепет души, и необъятная сила, способная объединить ценителей настоящей поэзии. В стихах Яшина каждый находит что-то близкое: нежную привязанность к родной земле, особую жизненную философию, гражданскую позицию. Завершением юбилейной программы станет творческий вечер в РНБ в Санкт-Петербурге. В рамках вечера состоится презентация юбилейных изданий - сборника стихов ""Слуга народа"" и книги из серии ""Словесность Вологодского края для детей и юношества"". Песня ""Босиком по земле"", написанная к юбилею Александра Яшина вологодским композитором Михаилом Гоголиным будет исполнена мужским хором Вологодской областной филармонии (художественный руководитель – заслуженный артист России Альберт Мишин). Гостям РНБ также будет показан документальный фильм ""Александр Яшин. Босиком по земле"" (автор А. Голец, режиссер В. Дав), повествующий о нелегкой судьбе писателя. Прозвучат произведения поэта в исполнении артистов вологодских театров. Ведущий вечера – заслуженный артист России Всеволод Чубенко. Вечер в РНБ - это совместная культурная акция Правительства Вологодской области, Департамента культуры и охраны объектов культурного наследия области, Российской национальной библиотеки и ГТРК ""Санкт-Петербург"". [публичка]","[[100, 116, 'PERSON'], [122, 138, 'PERSON'], [262, 277, 'PERSON'], [280, 294, 'PERSON'], [366, 382, 'PERSON'], [770, 775, 'PERSON'], [1182, 1198, 'PERSON'], [1224, 1242, 'PERSON'], [1363, 1376, 'PERSON'], [1432, 1446, 'PERSON'], [1473, 1481, 'PERSON'], [1492, 1498, 'PERSON'], [1657, 1673, 'PERSON']]",[],"[(100, 118, 'PER'), (122, 139, 'PER'), (262, 278, 'PER'), (280, 296, 'PER'), (366, 384, 'PER'), (1182, 1199, 'PER'), (1224, 1243, 'PER'), (1273, 1306, 'ORG'), (1363, 1376, 'PER'), (1657, 1675, 'PER'), (1735, 1754, 'LOC'), (1756, 1817, 'ORG'), (1826, 1861, 'ORG')]","[[100, 110, 'PER'], [262, 277, 'PER'], [280, 294, 'PER'], [296, 300, 'LOC'], [315, 326, 'LOC'], [366, 376, 'PER'], [951, 954, 'ORG'], [957, 973, 'LOC'], [1094, 1111, 'LOC'], [1224, 1242, 'PER'], [1273, 1305, 'ORG'], [1337, 1362, 'PER'], [1363, 1376, 'PER'], [1473, 1481, 'PER'], [1492, 1498, 'PER'], [1631, 1656, 'PER'], [1657, 1673, 'PER'], [1735, 1754, 'LOC'], [1826, 1860, 'ORG'], [1863, 1884, 'ORG']]","[[100, 116, 'PER'], [122, 138, 'PER'], [262, 277, 'PER'], [280, 294, 'PER'], [296, 304, 'DATE'], [315, 326, 'LOC'], [366, 382, 'PER'], [770, 782, 'PER'], [951, 954, 'ORG'], [957, 973, 'LOC'], [1050, 1055, 'ORG'], [1094, 1111, 'LOC'], [1182, 1198, 'PER'], [1224, 1242, 'PER'], [1273, 1334, 'ORG'], [1356, 1362, 'LOC'], [1363, 1376, 'PER'], [1432, 1446, 'PER'], [1650, 1656, 'LOC'], [1657, 1673, 'PER'], [1735, 1754, 'LOC'], [1756, 1777, 'ORG'], [1826, 1862, 'ORG'], [1863, 1867, 'ORG'], [1869, 1884, 'LOC']]",,
386,2585,"Проект ""ПОДВАЛ ПОЭТОВ"" открывает свои скрипучие, ...да к черту, обычные пластиковые двери PIANOBAR'А NICO, для того, чтобы в них вошли, абсолютно обычные люди, готовые на пару десяток минут (каждый) рассказать нескольким десяткам людей о том, что они думают по поводу любви, работы, эмансипации, Гумберта, красивых эфиопских девушек, проституток Стива Джобса, и конце лета, КОРОЧЕ, ПОЭТЫ!. [нико]","[[346, 358, 'PERSON'], [296, 304, 'PERSON']]","[(90, 101, 'FAC'), (171, 190, 'TIME'), (315, 325, 'NORP'), (346, 358, 'PERSON'), (362, 372, 'DATE')]","[(346, 358, 'PER')]","[[296, 304, 'PER'], [346, 358, 'PER']]","[[346, 358, 'PER'], [374, 380, 'ORG'], [382, 387, 'ORG']]",,
